codigo_interno,etapa,core,linha,produto_compra,eixo_a,eixo_b,novo_sku,sku_atual
BO8-4NN,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,MARROM,REJUNTE JBMIX 1KG MARROM,REJUNTE 1KG JBMIX MARROM
C1T-0JJ,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,CINZA PLATINA,REJUNTE QUARTZOLIT 1KG CINZA PLATINA,REJUNTE 1KG QUARTZOLIT CINZA PLATINA
CP4-VXK,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,PRETO,REJUNTE JBMIX 1KG PRETO,REJUNTE 1KG JBMIX PRETO
CUB-6SC,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,AZUL PISCINA,REJUNTE JBMIX 1KG AZUL PISCINA,REJUNTE 1KG JBMIX AZUL PISCINA
GXY-0J4,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,PALHA,REJUNTE QUARTZOLIT 1KG PALHA,REJUNTE 1KG QUARTZOLIT PALHA
H4G-RXV,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,CORDA,REJUNTE QUARTZOLIT 1KG CORDA,REJUNTE 1KG QUARTZOLIT CORDA
HFP-8LT,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,VERDE CLARO,REJUNTE JBMIX 1KG VERDE CLARO,REJUNTE 1KG JBMIX VERDE CLARO
HR6-8MO,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,CINZA,REJUNTE JBMIX 1KG CINZA,REJUNTE 1KG JBMIX CINZA
IXL-O61,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,CINZA OUTONO,REJUNTE QUARTZOLIT 1KG CINZA OUTONO,REJUNTE 1KG QUARTZOLIT CINZA OUTONO
TRQ-XS5,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,GRAFITE,REJUNTE JBMIX 1KG GRAFITE,REJUNTE 1KG JBMIX GRAFITE
UJG-FR6,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,MARROM TABACO,REJUNTE QUARTZOLIT 1KG MARROM TABACO,REJUNTE 1KG QUARTZOLIT MARROM TABACO
UZC-NK1,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,BRANCO,REJUNTE QUARTZOLIT 1KG BRANCO,REJUNTE 1KG QUARTZOLIT BRANCO
V2L-4YQ,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,VERDE ABACATE,REJUNTE JBMIX 1KG VERDE ABACATE,REJUNTE 1KG JBMIX VERDE ABACATE
VBR-S48,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,BEGE,REJUNTE QUARTZOLIT 1KG BEGE,REJUNTE 1KG QUARTZOLIT BEGE
W1L-1VW,4 — Revestimentos,,DIVERSOS,REV 34X50 EURO GALICIA,34X50,,REV 34X50 EURO GALICIA 34X50,"REV 34X50 EURO GALICIA MARROM EXT. (2,38 M2)"
2F6-DYM,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REV EKP 34X50 DINAMARCA,34X50,,REV EKP 34X50 DINAMARCA 34X50,REV EKP 34X50 DINAMARCA MIX EXT (2.38M2)
3HY-OH3,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,"REV. 7,5X15 LINHA SOFT",5X15,,"REV. 7,5X15 LINHA SOFT 5X15","REV. 7,5X15 LINHA SOFT BRANCO (1,00m²/ CX)   #M"
4RQ-5C2,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,34X50,"FILETO DINAMARCA MIX (2,38 M²/ CX)","REVESTIMENTO 34X50 FILETO DINAMARCA MIX (2,38 M²/ CX)","REVESTIMENTO 34X50 FILETO DINAMARCA MIX (2,38 M²/ CX)"
5UX-09I,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,34X50,"FILETO PIETRA CLARO (2,38 M²/ CX)","REVESTIMENTO 34X50 FILETO PIETRA CLARO (2,38 M²/ CX)","REVESTIMENTO 34X50 FILETO PIETRA CLARO (2,38 M²/ CX)"
8LV-C5W,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,10X10,"NORONHA MESH MAR (1,62 M²/ CX)","REVESTIMENTO 10X10 NORONHA MESH MAR (1,62 M²/ CX)","REVESTIMENTO 10X10 NORONHA MESH MAR (1,62 M²/ CX)"
9JA-EDE,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,10X10,"NORONHA MESH JADE (1,62 M²/ CX)","REVESTIMENTO 10X10 NORONHA MESH JADE (1,62 M²/ CX)","REVESTIMENTO 10X10 NORONHA MESH JADE (1,62 M²/ CX)"
9SG-5M0,4 — Revestimentos,,DIVERSOS,REVESTIMENTO,34X50,"GALICIA CINZA EXT. (2,38 M²/ CX)","REVESTIMENTO 34X50 GALICIA CINZA EXT. (2,38 M²/ CX)","REVESTIMENTO 34X50 GALICIA CINZA EXT. (2,38 M²/ CX)"
9Z2-5S3,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,34X50,"FILETO RÚSTICO - GRAFITE (2,38 M²/ CX)","REVESTIMENTO 34X50 FILETO RÚSTICO - GRAFITE (2,38 M²/ CX)","REVESTIMENTO 34X50 FILETO RÚSTICO - GRAFITE (2,38 M²/ CX)"
FOK-C9Z,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,34X50,"FILETO RÚSTICO CLARO (2,38M2)","REVESTIMENTO 34X50 FILETO RÚSTICO CLARO (2,38M2)","REVESTIMENTO 34X50 FILETO RÚSTICO CLARO (2,38M2)"
HFR-SG2,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,10X10,"NORONHA MESH SAFIRA (1,62M²/ CX)","REVESTIMENTO 10X10 NORONHA MESH SAFIRA (1,62M²/ CX)","REVESTIMENTO 10X10 NORONHA MESH SAFIRA (1,62M²/ CX)"
LYV-GH5,4 — Revestimentos,,DIVERSOS,REVESTIMENTO,34X50,"FILETO RÚSTICO - MIX (2,38 M²/ CX)","REVESTIMENTO 34X50 FILETO RÚSTICO - MIX (2,38 M²/ CX)","REVESTIMENTO 34X50 FILETO RÚSTICO - MIX (2,38 M²/ CX)"
YS6-BLE,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,10X10,"MYCONOS 1,8 M/ 17 PCS","REVESTIMENTO 10X10 MYCONOS 1,8 M/ 17 PCS","REVESTIMENTO 10X10 MYCONOS 1,8 M/ 17 PCS"
ZWX-9YD,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,REVESTIMENTO,10X10,"WHITE TELADO  (CX 1,95 m²)","REVESTIMENTO 10X10 WHITE TELADO (CX 1,95 m²)","REVESTIMENTO 10X10 WHITE TELADO  (CX 1,95 M²)"
3DE-ZOF,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,"TECPLUS 1 QUARTZOLIT 3,6","3,6 L",,"TECPLUS 1 QUARTZOLIT 3,6 L","TECPLUS 1 QUARTZOLIT 3,6 L"
GK9-FLB,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,DOBRADIÇA,(CONJUNTO),850 X 2 1/2 3 PCS,DOBRADIÇA (CONJUNTO) 850 X 2 1/2 3 PCS,DOBRADIÇA (CONJUNTO) 850 X 2 1/2 3 PCS
NS0-M60,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,DOBRADIÇA,UNID,850 X 1 1/2,DOBRADIÇA UNID 850 X 1 1/2,DOBRADIÇA UNID 850 X 1 1/2
TMG-Y2F,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,DOBRADIÇA,(CONJUNTO),850 X 1 1/2 2 PCS,DOBRADIÇA (CONJUNTO) 850 X 1 1/2 2 PCS,DOBRADIÇA (CONJUNTO) 850 X 1 1/2 2 PCS
0EK-Y4Z,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,823/03 INOX BANHEIRO,FECHADURA STAM 823/03 INOX BANHEIRO,FECHADURA STAM 823/03 INOX BANHEIRO
9O8-0JI,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,803/21 ESP. INOX (G),FECHADURA STAM 803/21 ESP. INOX (G),FECHADURA STAM 803/21 ESP. INOX (G)
BK1-L8K,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,1801/21 OXIDADO STAM,FECHADURA STAM 1801/21 OXIDADO STAM,FECHADURA STAM 1801/21 OXIDADO STAM
J6E-L9K,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,803/21 ESP. PRETO FOSCO (G),FECHADURA STAM 803/21 ESP. PRETO FOSCO (G),FECHADURA STAM 803/21 ESP. PRETO FOSCO (G)
JQ6-7GN,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,803/33 ESP. PRETO FOSCO (G),FECHADURA STAM 803/33 ESP. PRETO FOSCO (G),FECHADURA STAM 803/33 ESP. PRETO FOSCO (G)
N60-DE4,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,803/33 ESP. OXIDADO E-COAT (G),FECHADURA STAM 803/33 ESP. OXIDADO E-COAT (G),FECHADURA STAM 803/33 ESP. OXIDADO E-COAT (G)
O39-ONH,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,SOPRANO,40 X 53 REFINATA A,FECHADURA SOPRANO 40 X 53 REFINATA A,FECHADURA SOPRANO 40 X 53 REFINATA A
VZL-3J2,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,803/10 OXIDADO,FECHADURA STAM 803/10 OXIDADO,FECHADURA STAM 803/10 OXIDADO
W9E-NJA,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,803/35 ESP. INOX (G),FECHADURA STAM 803/35 ESP. INOX (G),FECHADURA STAM 803/35 ESP. INOX (G)
YKQ-42N,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHADURA,STAM,3100 (40 MM) ROS QUADR - EXT. INOX,FECHADURA STAM 3100 (40 MM) ROS QUADR - EXT. INOX,FECHADURA STAM 3100 (40 MM) ROS QUADR - EXT. INOX
65P-XX0,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHO ZINCADO,CHATO,3,FECHO ZINCADO CHATO 3,FECHO ZINCADO CHATO 3
7TT-CFV,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,FECHO ZINCADO,CHATO,4,FECHO ZINCADO CHATO 4,FECHO ZINCADO CHATO 4
91J-T83,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,KIT P/ ASSENTAMENTO DE,8 X 2,,KIT P/ ASSENTAMENTO DE 8 X 2,"KIT P/ ASSENTAMENTO DE PORTA (MARCO+VISTA) 0,8 X 2,10 M"
9C8-BY4,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,"PORTA MADEIRA 0,80 X",80 X 2,,"PORTA MADEIRA 0,80 X 80 X 2","PORTA MADEIRA 0,80 X 2,10"
VE3-568,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,"PORTA MDF FRISADA 0,80",80 X 2,,"PORTA MDF FRISADA 0,80 80 X 2","PORTA MDF FRISADA 0,80 X 2,10"
0YM-46O,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,"PORTA MDF LISA 0,80",80 X 2,,"PORTA MDF LISA 0,80 80 X 2","PORTA MDF LISA 0,80 X 2,10"
0ZR-3E1,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,PORTA-CADEADO ZINCADO 2.1/2,1/2,,PORTA-CADEADO ZINCADO 2.1/2 1/2,PORTA-CADEADO ZINCADO 2.1/2
HPE-M3T,6 — Acabamento seco,ESQUADRIAS,ESQUADRIAS E FERRAGENS,PORTA-CADEADO ZINCADO 3.1/2,1/2,,PORTA-CADEADO ZINCADO 3.1/2 1/2,PORTA-CADEADO ZINCADO 3.1/2
4V6-GV5,4 — Revestimentos,ASSENTAMENTO_CERAMICA,ADESIVO,ADESIVO PLÁSTICO,17G,POLYTUBES,ADESIVO PLÁSTICO 17G POLYTUBES,ADESIVO PLÁSTICO P/ TUBOS 17G POLYTUBES
KHH-245,4 — Revestimentos,ASSENTAMENTO_CERAMICA,ADESIVO,ADESIVO PLÁSTICO,75G,POLYTUBES,ADESIVO PLÁSTICO 75G POLYTUBES,ADESIVO PLÁSTICO P/ TUBOS 75G POLYTUBES
580-SGQ,1 — Estrutura / alvenaria,ALVENARIA,PINTURA E QUÍMICOS·C,ADITIVO PLASTIFICANTE,QUARTZOLIT,01 L,ADITIVO PLASTIFICANTE QUARTZOLIT 01 L,ADITIVO PLASTIFICANTE QUARTZOLIT 01 L
SPE-F1T,1 — Estrutura / alvenaria,ALVENARIA,PINTURA E QUÍMICOS·C,ADITIVO PLASTIFICANTE,QUARTZOLIT,"3,6 L","ADITIVO PLASTIFICANTE QUARTZOLIT 3,6 L","ADITIVO PLASTIFICANTE QUARTZOLIT 3,6 L"
JZD-M82,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,BANDEJA P/PINTURA,GRANDE,CONDOR,BANDEJA P/PINTURA GRANDE CONDOR,BANDEJA P/PINTURA GRANDE CONDOR
JGO-LM0,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,"COLORANTE BASE AGUA (3,6L)",IQUINE,PRETO,"COLORANTE BASE AGUA (3,6L) IQUINE PRETO","COLORANTE BASE AGUA (3,6L) IQUINE PRETO"
S56-FAX,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,"COLORANTE BASE AGUA (3,6L)",IQUINE,PRETO,"COLORANTE BASE AGUA (3,6L) IQUINE PRETO","COLORANTE BASE AGUA (3,6L) IQUINE PRETO"
0HD-9DX,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,PRETO,XADREZ,CORANTE LÍQUIDO PRETO XADREZ,CORANTE LIQUIDO 50 ML PRETO XADREZ
412-8AK,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,AMARELO,XADREZ,CORANTE LÍQUIDO AMARELO XADREZ,CORANTE LIQUIDO 50 ML AMARELO XADREZ
5NW-ERQ,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,MARROM,XADREZ,CORANTE LÍQUIDO MARROM XADREZ,CORANTE LIQUIDO 50 ML MARROM XADREZ
844-SAN,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,BRANCO,XADREZ,CORANTE LÍQUIDO BRANCO XADREZ,CORANTE LIQUIDO 50 ML BRANCO XADREZ
A2B-9K9,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,AZUL,XADREZ,CORANTE LÍQUIDO AZUL XADREZ,CORANTE LIQUIDO 50 ML AZUL XADREZ
AU3-1L7,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,VERMELHO,XADREZ,CORANTE LÍQUIDO VERMELHO XADREZ,CORANTE LIQUIDO 50 ML VERMELHO XADREZ
FI8-7HK,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,OCRE,XADREZ,CORANTE LÍQUIDO OCRE XADREZ,CORANTE LIQUIDO 50 ML OCRE XADREZ
QT9-T2T,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,LARANJA,XADREZ,CORANTE LÍQUIDO LARANJA XADREZ,CORANTE LIQUIDO 50 ML LARANJA XADREZ
SXN-8U3,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,VIOLETA,XADREZ,CORANTE LÍQUIDO VIOLETA XADREZ,CORANTE LIQUIDO 50 ML VIOLETA XADREZ
UV7-JO7,6 — Acabamento seco,PINTURA_OBRA,TINTA,CORANTE LÍQUIDO,VERDE,XADREZ,CORANTE LÍQUIDO VERDE XADREZ,CORANTE LIQUIDO 50 ML VERDE XADREZ
LBZ-M7Y,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,DESENGRIPANTE 30ML,STARRET,,DESENGRIPANTE 30ML STARRET,DESENGRIPANTE 30ML STARRET
6KI-PD7,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ESPUMA EXPANSIVA,300ML,QUARTZOLIT,ESPUMA EXPANSIVA 300ML QUARTZOLIT,ESPUMA EXPANSIVA 300ML QUARTZOLIT
8WA-MXQ,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ESPUMA EXPANSIVA,300ML,TEKBOND,ESPUMA EXPANSIVA 300ML TEKBOND,ESPUMA EXPANSIVA 300ML TEKBOND
GCA-VU2,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ESPUMA EXPANSIVA,500ML,DRYCO,ESPUMA EXPANSIVA 500ML DRYCO,ESPUMA EXPANSIVA 500ML DRYCO
I0X-POD,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ESPUMA EXPANSIVA,500ML,FISHER,ESPUMA EXPANSIVA 500ML FISHER,ESPUMA EXPANSIVA 500ML FISHER
HXO-K52,6 — Acabamento seco,IMPERMEABILIZACAO,IMPERMEABILIZANTE,IMPERMEABILIZANTE PAREDE,QUARTZOLIT,18 KG,IMPERMEABILIZANTE PAREDE QUARTZOLIT 18 KG,IMPERMEABILIZANTE PAREDE QUARTZOLIT 18 KG
GCE-8D1,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,KIT P/ PINTURA BANDEJA+CABO+ROLO,,,KIT P/ PINTURA BANDEJA+CABO+ROLO,KIT P/ PINTURA BANDEJA+CABO+ROLO
JB9-55T,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,LIMPADOR DE REJUNTE DIÁRIO,500 ML,,LIMPADOR DE REJUNTE DIÁRIO 500 ML,LIMPADOR DE REJUNTE DIÁRIO QUARTZOLIT 500 ML
86K-BKE,6 — Acabamento seco,PINTURA_OBRA,LIXA,LIXA,D'AGUA,G 100,LIXA D'AGUA G 100,LIXA D'AGUA G 100
EK3-YBH,6 — Acabamento seco,PINTURA_OBRA,LIXA,LIXA,D'AGUA,G 120,LIXA D'AGUA G 120,LIXA D'AGUA G 120
GOZ-ZC0,6 — Acabamento seco,PINTURA_OBRA,LIXA,LIXA,D'AGUA,G 060,LIXA D'AGUA G 060,LIXA D'AGUA G 060
GXS-S5S,6 — Acabamento seco,PINTURA_OBRA,LIXA,LIXA,D'AGUA,G 150,LIXA D'AGUA G 150,LIXA D'AGUA G 150
JH3-ND7,6 — Acabamento seco,PINTURA_OBRA,LIXA,LIXA,D'AGUA,G 080,LIXA D'AGUA G 080,LIXA D'AGUA G 080
FP5-V05,6 — Acabamento seco,IMPERMEABILIZACAO,IMPERMEABILIZANTE,MANTA LÍQUIDA,"4,5KG",,"MANTA LÍQUIDA 4,5KG","MANTA LÍQUIDA BRANCA 4,5KG QUARTZOLIT - GL"
3HY-WE8,6 — Acabamento seco,IMPERMEABILIZACAO,IMPERMEABILIZANTE,MANTA LÍQUIDA,"3,6 KG",,"MANTA LÍQUIDA 3,6 KG","MANTA LÍQUIDA PRETA 3,6 KG QUARTZOLIT - GL"
95B-U2J,6 — Acabamento seco,PINTURA_OBRA,MASSA ACRÍLICA,MASSA ACRÍLICA HIPERCOR,20 KG,,MASSA ACRÍLICA HIPERCOR 20 KG HIPERCOR,MASSA ACRILICA (BD 20 KG) HIPERCOR
0AL-8O3,6 — Acabamento seco,PINTURA_OBRA,MASSA ACRÍLICA,MASSA ACRÍLICA LUX,20 KG,,MASSA ACRÍLICA LUX 20 KG,MASSA ACRILICA (BD 20 KG) LUX #G
7UH-XAA,6 — Acabamento seco,PINTURA_OBRA,MASSA ACRÍLICA,MASSA ACRÍLICA LUX,4 KG,,MASSA ACRÍLICA LUX 4 KG,MASSA ACRILICA (BD 4 KG) LUX #G
I4Z-LYJ,6 — Acabamento seco,PINTURA_OBRA,MASSA ACRÍLICA,MASSA ACRÍLICA HIPERCOR,5 KG,,MASSA ACRÍLICA HIPERCOR 5 KG,MASSA ACRILICA (BD 5 KG) HIPERCOR
65D-NS3,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,MASSA ASFALTICA - GL,,,MASSA ASFALTICA - GL,MASSA ASFALTICA - GL
YCF-12J,6 — Acabamento seco,PINTURA_OBRA,MASSA CORRIDA,MASSA CORRIDA HIPERCOR,20 KG,,MASSA CORRIDA HIPERCOR 20 KG,MASSA CORRIDA (BD 20 KG) HIPERCOR #G
58D-Z6X,6 — Acabamento seco,PINTURA_OBRA,MASSA CORRIDA,MASSA CORRIDA LUX,20 KG,,MASSA CORRIDA LUX 20 KG,MASSA CORRIDA (BD 20 KG) LUX #G
S24-9LG,6 — Acabamento seco,PINTURA_OBRA,MASSA CORRIDA,MASSA CORRIDA LUX,4 KG,,MASSA CORRIDA LUX 4 KG,MASSA CORRIDA (BD 4 KG) LUX #G
GTU-H4G,6 — Acabamento seco,PINTURA_OBRA,MASSA CORRIDA,MASSA CORRIDA HIPERCOR,5 KG,,MASSA CORRIDA HIPERCOR 5 KG,MASSA CORRIDA (BD 5 KG) HIPERCOR
1O7-2GY,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,NOVA RAZ 260 5L,5L,,NOVA RAZ 260 5L,NOVA RAZ 260 5L
2VC-08A,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,PINTURA ASFALTICA ACQUA 01,01 L,,PINTURA ASFALTICA ACQUA 01 L,PINTURA ASFALTICA ACQUA 01 L
PHT-U2K,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ROLO DE ESPUMA,,,ROLO DE ESPUMA,ROLO DE ESPUMA PROF 15CM
Y90-TQH,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA  05 CM
PMV-947,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA  09 CM
GIG-51F,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA 15 CM
043-5GC,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA ANTI-RESPINGO 23CM S/CABO ROMA 822-23
FD0-O28,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA SINTETICA C/ CABO 23CM CONDOR
DLI-E6N,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,ROLO TEXTURA 23CM S/CABO,,,ROLO TEXTURA 23CM S/CABO,ROLO TEXTURA 23CM S/CABO ROMA
6V9-XI0,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,SELADOR ACRILICO - GL,,,SELADOR ACRILICO - GL,SELADOR ACRILICO - GL
29C-UHG,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,SELADOR P/ MADEIRA INCOLOR,,,SELADOR P/ MADEIRA INCOLOR,SELADOR P/ MADEIRA INCOLOR IQUINE - GL
B26-D8C,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,SELADOR P/ MADEIRA INCOLOR,,,SELADOR P/ MADEIRA INCOLOR,SELADOR P/ MADEIRA INCOLOR IQUINE - LT
8CO-JNC,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,SILICONE,250ML,,SILICONE 250ML,SILICONE ACETICO BRANCO 250ML
J2V-RAX,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,SILICONE,240G,,SILICONE 240G,SILICONE ACÉTICO INCOLOR 240G
PY9-T2U,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,SILICONE,50ML,,SILICONE 50ML,SILICONE ACETICO INCOLOR 50ML
HKW-483,6 — Acabamento seco,PINTURA_OBRA,PINTURA E QUÍMICOS,SILICONE,310ML,,SILICONE 310ML,SILICONE PU40 TEKBOND BRANCO 310ML/364G
I2H-1R0,6 — Acabamento seco,PINTURA_OBRA,THINNER,THINNER ANJO 2750,900ML,,THINNER ANJO 2750 900ML,THINNER ANJO 2750 900ML
77V-9SN,6 — Acabamento seco,PINTURA_OBRA,THINNER,THINNER ANJO,5L,,THINNER ANJO 5L,THINNER ANJO 5L
8ST-MNF,6 — Acabamento seco,PINTURA_OBRA,THINNER,THINNER KING,900ML,,THINNER KING 900ML,THINNER KING 900ML
JIP-SW4,6 — Acabamento seco,PINTURA_OBRA,THINNER,THINNER LUKSNOVA 206,5L,,THINNER LUKSNOVA 206 5L,THINNER LUKSNOVA SUPER-EXTRA 206 5L
P73-7FB,6 — Acabamento seco,PINTURA_OBRA,THINNER,THINNER LUKSNOVA 206,900 ML,,THINNER LUKSNOVA 206 900 ML,THINNER LUKSNOVA SUPER-EXTRA 206 900 ML
CDE-68I,6 — Acabamento seco,PINTURA_OBRA,THINNER,THINNER LUKSNOVA 237,5L,,THINNER LUKSNOVA 237 5L,THINNER LUKSNOVA SUPER-EXTRA 237 5L
097-2ZG,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA STANDARD,(15 L),POUPE+,TINTA STANDARD (15 L) POUPE+,TINTA (15 L) INT/EXT STAND POUPE+ POENTE
0PT-X6A,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS","TINTA (3,6 L) STANDARD POUPE+ VERBRAS POENTE"
0ZX-G5E,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),CITYCOLOR,TINTA ESMALTE SINTÉTICO (900 ML) CITYCOLOR,TINTA (900 ML) ESMALTE CITYCOLOR VERMELHO GARANTIDO
2JY-BXZ,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS","TINTA (3,0L) ESMALTE VERBRAS AMARELO"
