codigo_interno,categoria_atual,linha,produto_compra,eixo_a,eixo_b,novo_sku,h1,h2,h3,h4,h5,sku_atual
PMV-947,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA  09 CM,,,,,ROLO DE LA  09 CM
GIG-51F,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA 15 CM,,,,,ROLO DE LA 15 CM
043-5GC,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA ANTI-RESPINGO 23CM S/CABO ROMA 822-23,,,,,ROLO DE LA ANTI-RESPINGO 23CM S/CABO ROMA 822-23
FD0-O28,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,ROLO DE LÃ,,,ROLO DE LÃ,ROLO DE LA SINTETICA C/ CABO 23CM CONDOR,,,,,ROLO DE LA SINTETICA C/ CABO 23CM CONDOR
DLI-E6N,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,ROLO TEXTURA 23CM S/CABO,,,ROLO TEXTURA 23CM S/CABO,ROLO TEXTURA 23CM S/CABO ROMA,,,,,ROLO TEXTURA 23CM S/CABO ROMA
6V9-XI0,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,SELADOR ACRILICO - GL,,,SELADOR ACRILICO - GL,SELADOR ACRILICO - GL,,,,,SELADOR ACRILICO - GL
29C-UHG,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,SELADOR P/ MADEIRA INCOLOR,,,SELADOR P/ MADEIRA INCOLOR,SELADOR P/ MADEIRA INCOLOR IQUINE - GL,,,,,SELADOR P/ MADEIRA INCOLOR IQUINE - GL
B26-D8C,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,SELADOR P/ MADEIRA INCOLOR,,,SELADOR P/ MADEIRA INCOLOR,SELADOR P/ MADEIRA INCOLOR IQUINE - LT,,,,,SELADOR P/ MADEIRA INCOLOR IQUINE - LT
8CO-JNC,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,SILICONE,250ML,,SILICONE 250ML,SILICONE ACETICO BRANCO 250ML,,,,,SILICONE ACETICO BRANCO 250ML
J2V-RAX,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,SILICONE,240G,,SILICONE 240G,SILICONE ACÉTICO INCOLOR 240G,,,,,SILICONE ACÉTICO INCOLOR 240G
PY9-T2U,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,SILICONE,50ML,,SILICONE 50ML,SILICONE ACETICO INCOLOR 50ML,,,,,SILICONE ACETICO INCOLOR 50ML
HKW-483,G - PINTURA E QUÍMICOS,PINTURA E QUÍMICOS,SILICONE,310ML,,SILICONE 310ML,SILICONE PU40 TEKBOND BRANCO 310ML/364G,,,,,SILICONE PU40 TEKBOND BRANCO 310ML/364G
I2H-1R0,G - PINTURA E QUÍMICOS,THINNER,THINNER ANJO 2750,900ML,,THINNER ANJO 2750 900ML,THINNER ANJO 2750 900ML,,,,,THINNER ANJO 2750 900ML
77V-9SN,G - PINTURA E QUÍMICOS,THINNER,THINNER ANJO,5L,,THINNER ANJO 5L,THINNER ANJO 5L,,,,,THINNER ANJO 5L
8ST-MNF,G - PINTURA E QUÍMICOS,THINNER,THINNER KING,900ML,,THINNER KING 900ML,THINNER KING 900ML,,,,,THINNER KING 900ML
JIP-SW4,G - PINTURA E QUÍMICOS,THINNER,THINNER LUKSNOVA 206,5L,,THINNER LUKSNOVA 206 5L,THINNER LUKSNOVA SUPER-EXTRA 206 5L,,,,,THINNER LUKSNOVA SUPER-EXTRA 206 5L
P73-7FB,G - PINTURA E QUÍMICOS,THINNER,THINNER LUKSNOVA 206,900 ML,,THINNER LUKSNOVA 206 900 ML,THINNER LUKSNOVA SUPER-EXTRA 206 900 ML,,,,,THINNER LUKSNOVA SUPER-EXTRA 206 900 ML
CDE-68I,G - PINTURA E QUÍMICOS,THINNER,THINNER LUKSNOVA 237,5L,,THINNER LUKSNOVA 237 5L,THINNER LUKSNOVA SUPER-EXTRA 237 5L,,,,,THINNER LUKSNOVA SUPER-EXTRA 237 5L
097-2ZG,G - PINTURA E QUÍMICOS,TINTA,TINTA STANDARD,(15 L),POUPE+,TINTA STANDARD (15 L) POUPE+,TINTA,(15 L),INT/EXT STAND,POUPE+,POENTE,TINTA (15 L) INT/EXT STAND POUPE+ POENTE
0PT-X6A,G - PINTURA E QUÍMICOS,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS",TINTA,"(3,6 L)",STANDARD,POUPE+ VERBRAS,POENTE,"TINTA (3,6 L) STANDARD POUPE+ VERBRAS POENTE"
0ZX-G5E,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),CITYCOLOR,TINTA ESMALTE SINTÉTICO (900 ML) CITYCOLOR,TINTA,(900 ML),ESMALTE,CITYCOLOR,VERMELHO GARANTIDO,TINTA (900 ML) ESMALTE CITYCOLOR VERMELHO GARANTIDO
2JY-BXZ,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS",TINTA,"(3,0L)",ESMALTE,VERBRAS,AMARELO,"TINTA (3,0L) ESMALTE VERBRAS AMARELO"
2ZG-NH3,G - PINTURA E QUÍMICOS,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS",TINTA,"(3,6 L)",STANDARD,POUPE+ VERBRAS,MARFIM,"TINTA (3,6 L) STANDARD POUPE+ VERBRAS MARFIM"
31Y-X8Q,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS",TINTA,"(3,0L)",ESMALTE,VERBRAS,VERMELHO,"TINTA (3,0L) ESMALTE VERBRAS VERMELHO"
34W-88B,G - PINTURA E QUÍMICOS,TINTA,TINTA SEMI-BRILHO,(18 L),VERTEX,TINTA SEMI-BRILHO (18 L) VERTEX,TINTA,(18 L),SEMI-BRILHO,VERTEX,LARANJA IMPERIAL,TINTA (18 L) SEMI-BRILHO VERTEX LARANJA IMPERIAL
41Z-4IR,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",HIPERCOR,"TINTA ESMALTE SINTÉTICO (3,6L) HIPERCOR",TINTA,"(3,6L)",ESMALTE,HIPERCOR,TABACO,"TINTA (3,6L) ESMALTE HIPERCOR TABACO"
45W-ZZP,G - PINTURA E QUÍMICOS,TINTA,TINTA P/ PISO,(15 L),HIDRACOR,TINTA P/ PISO (15 L) HIDRACOR,TINTA,(15 L),P/ PISO,HIDRACOR,VERDE,TINTA (15 L) P/ PISO HIDRACOR VERDE
4JR-4KJ,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),HIPERCOR,TINTA ESMALTE SINTÉTICO (900 ML) HIPERCOR,TINTA,(900 ML),ESMALTE,HIPERCOR,AMARELO,TINTA (900 ML) ESMALTE HIPERCOR AMARELO
599-YVT,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS",TINTA,"(3,0L)",ESMALTE,VERBRAS,BRANCO,"TINTA (3,0L) ESMALTE VERBRAS BRANCO"
731-I3J,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),CITYCOLOR,TINTA ESMALTE SINTÉTICO (900 ML) CITYCOLOR,TINTA,(900 ML),ESMALTE,CITYCOLOR,AÇAÍ,TINTA (900 ML) ESMALTE CITYCOLOR AÇAÍ
73O-L22,G - PINTURA E QUÍMICOS,TINTA,TINTA P/ PISO,"(3,6 L)",IQUINE,"TINTA P/ PISO (3,6 L) IQUINE",TINTA,"(3,6 L)",P/ PISO,IQUINE,VERMELHO #G,"TINTA (3,6 L) P/ PISO IQUINE VERMELHO #G"
8EF-L4I,G - PINTURA E QUÍMICOS,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS",TINTA,"(3,6 L)",STANDARD,POUPE+ VERBRAS,AMARELO FREVO,"TINTA (3,6 L) STANDARD POUPE+ VERBRAS AMARELO FREVO"
8K7-EQG,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,(750 ML),VERBRAS,TINTA ESMALTE SINTÉTICO (750 ML) VERBRAS,TINTA,(750 ML),ESMALTE,VERBRAS,CINZA MEDIO,TINTA (750 ML) ESMALTE VERBRAS CINZA MEDIO
974-AQP,G - PINTURA E QUÍMICOS,TINTA,TINTA P/ PISO,"(3,6 L)",IQUINE,"TINTA P/ PISO (3,6 L) IQUINE",TINTA,"(3,6 L)",P/ PISO,IQUINE,AZUL PROFUNDO,"TINTA (3,6 L) P/ PISO IQUINE AZUL PROFUNDO"
97B-63F,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),HIPERCOR,TINTA ESMALTE SINTÉTICO (900 ML) HIPERCOR,TINTA,(900 ML),ESMALTE,HIPERCOR,BRANCO NEVE,TINTA (900 ML) ESMALTE HIPERCOR BRANCO NEVE
98Y-LVX,G - PINTURA E QUÍMICOS,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS",TINTA,"(3,6 L)",STANDARD,POUPE+ VERBRAS,AREIA,"TINTA (3,6 L) STANDARD POUPE+ VERBRAS AREIA"
9DV-53S,G - PINTURA E QUÍMICOS,TINTA,TINTA SEMI-BRILHO,"(3,6 L)",HIDRACOR,"TINTA SEMI-BRILHO (3,6 L) HIDRACOR",TINTA,"(3,6 L)",SEMI-BRILHO,HIDRACOR,BRANCO NEVE #G,"TINTA (3,6 L) SEMI-BRILHO HIDRACOR BRANCO NEVE #G"
9HQ-GCB,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",CITYCOLOR,"TINTA ESMALTE SINTÉTICO (3,6L) CITYCOLOR",TINTA,"(3,6L)",ESMALTE,CITYCOLOR,AÇAI,"TINTA (3,6L) ESMALTE CITYCOLOR AÇAI"
CNH-7FX,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),HIPERCOR,TINTA ESMALTE SINTÉTICO (900 ML) HIPERCOR,TINTA,(900 ML),ESMALTE,HIPERCOR,AZUL DEL REY,TINTA (900 ML) ESMALTE HIPERCOR AZUL DEL REY
CR1-F59,G - PINTURA E QUÍMICOS,TINTA,TINTA P/ PISO,"(3,6 L)",HIDRACOR,"TINTA P/ PISO (3,6 L) HIDRACOR",TINTA,"(3,6 L)",P/ PISO,HIDRACOR,AZUL,"TINTA (3,6 L) P/ PISO HIDRACOR AZUL"
CR1-H4I,G - PINTURA E QUÍMICOS,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS",TINTA,"(3,0L)",ESMALTE,VERBRAS,AMARELO CATERPILAR,"TINTA (3,0L) ESMALTE VERBRAS AMARELO CATERPILAR"
FTM-U4W,G - PINTURA E QUÍMICOS,TINTA,TINTA SEMI-BRILHO,(15 L),HIDRACOR,TINTA SEMI-BRILHO (15 L) HIDRACOR,TINTA,(15 L),SEMI-BRILHO,HIDRACOR,BRANCO NEVE #G,TINTA (15 L) SEMI-BRILHO HIDRACOR BRANCO NEVE #G
